param n := 431;
param deposito := 1;
param numero_clusters := 87;
param factor := 1;

set Np[1]:= 411 412  ;
set Np[2]:= 1  ;
set Np[3]:= 310 311 315 317 318 319 320  ;
set Np[4]:= 431  ;
set Np[5]:= 245  ;
set Np[6]:= 427  ;
set Np[7]:= 402  ;
set Np[8]:= 203 204  ;
set Np[9]:= 348 349 350 351 353  ;
set Np[10]:= 269 270 271  ;
set Np[11]:= 381 382 383 384  ;
set Np[12]:= 76  ;
set Np[13]:= 419 421  ;
set Np[14]:= 25 143 144 145 146 147 148 149 150 151 152 153 154 155 187 188 190 192  ;
set Np[15]:= 407  ;
set Np[16]:= 333 334 335 336 337 338 339  ;
set Np[17]:= 405  ;
set Np[18]:= 233 234  ;
set Np[19]:= 293 294 295  ;
set Np[20]:= 428  ;
set Np[21]:= 244  ;
set Np[22]:= 424  ;
set Np[23]:= 63 64 65 66 67 68 73  ;
set Np[24]:= 415 416 417 418  ;
set Np[25]:= 358 361 362  ;
set Np[26]:= 426  ;
set Np[27]:= 390 391 392 393 394 395 396  ;
set Np[28]:= 414  ;
set Np[29]:= 430  ;
set Np[30]:= 219 220 221 222 223 224  ;
set Np[31]:= 367 401  ;
set Np[32]:= 341 342 344  ;
set Np[33]:= 2 3 4 5 6 7 8 13 14 16  ;
set Np[34]:= 246  ;
set Np[35]:= 359 360  ;
set Np[36]:= 231  ;
set Np[37]:= 321 322 323 324 325  ;
set Np[38]:= 82 88 91 98 156 157 158 159 160 161 162 164 165 166 206 207 208 209 210  ;
set Np[39]:= 326 327 368  ;
set Np[40]:= 75  ;
set Np[41]:= 369 370 371 372 373  ;
set Np[42]:= 202 255 256 257 259 260 261 262 263 264 265 266 267 268  ;
set Np[43]:= 241 242 243  ;
set Np[44]:= 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 69 70 71 72 103  ;
set Np[45]:= 429  ;
set Np[46]:= 276 277  ;
set Np[47]:= 236  ;
set Np[48]:= 216 217 228 229  ;
set Np[49]:= 249 250 251  ;
set Np[50]:= 425  ;
set Np[51]:= 422  ;
set Np[52]:= 272 273 274 275  ;
set Np[53]:= 296 298 299 300 301 306 307 308 309  ;
set Np[54]:= 278 279 280 281 282 283 284 289 290 291 292  ;
set Np[55]:= 423  ;
set Np[56]:= 420  ;
set Np[57]:= 330 331 332 340  ;
set Np[58]:= 354 355 356  ;
set Np[59]:= 408  ;
set Np[60]:= 352 357  ;
set Np[61]:= 77 78 79  ;
set Np[62]:= 413  ;
set Np[63]:= 172 173 174 176 177 178 179 180 181 182 183 189 193 194 195 196 211 212 213  ;
set Np[64]:= 409 410  ;
set Np[65]:= 230  ;
set Np[66]:= 387 388 389 397 398 399 400  ;
set Np[67]:= 363 364  ;
set Np[68]:= 225 226 227 258 285 286 287 288  ;
set Np[69]:= 205 214 215 218  ;
set Np[70]:= 403  ;
set Np[71]:= 365 366 374  ;
set Np[72]:= 248 252 385 386  ;
set Np[73]:= 375 376 377 378 379 380  ;
set Np[74]:= 247  ;
set Np[75]:= 302 303 304 305 314  ;
set Np[76]:= 191 197 198 199 200 201 253 254  ;
set Np[77]:= 240  ;
set Np[78]:= 38 39 95 96 97 99 100 101 102 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 163 167 168 169 170 171 175 184 185 186  ;
set Np[79]:= 237 238 239 297  ;
set Np[80]:= 312 313 316 328 329  ;
set Np[81]:= 9 10 11 12 15 17 18 19 20 21 22 23 24 27 28 29  ;
set Np[82]:= 343 345 346 347  ;
set Np[83]:= 80 81 83 84 85 86 87 89 90 92 93 94  ;
set Np[84]:= 404  ;
set Np[85]:= 74  ;
set Np[86]:= 232 235  ;
set Np[87]:= 406  ;


param c:=
43	81	21.54
43	82	23.63
43	83	14.75
43	84	10.08
43	85	8.55
43	86	11.79
43	87	11.07
43	88	11.14
43	89	14.63
43	90	17.39
43	91	16.68
43	92	9.1
43	93	8.68
43	94	10.58
43	95	6.06
43	96	7.18
43	97	8.01
43	98	9.75
43	99	4.49
43	100	6.66
43	101	8.51
43	102	10.38
43	103	3.01
43	104	4.01
43	105	3.55
43	106	3.51
43	107	4.2
43	108	4.07
43	109	4.19
43	110	4.2
43	111	4.34
43	112	6.3
43	113	7.97
43	114	8.59
43	115	9.2
43	116	9.51
43	117	10.42
43	118	3.76
43	119	5.37
43	120	5.51
43	121	6.58
43	122	8.08
43	123	5.37
43	124	6.37
43	125	9.12
43	126	8.61
43	127	5.24
43	128	5.27
43	129	5.69
43	130	5.28
43	131	6.15
43	132	8.81
43	133	10.39
43	134	11.36
43	135	13.35
43	136	12.68
43	137	6.9
43	138	7.94
43	139	9.46
43	140	10.5
43	141	11.55
43	142	8.26
43	143	10.18
43	144	10.66
43	145	11.49
43	146	12.67
43	147	12.79
43	148	14.88
43	149	15.31
43	150	16.38
43	151	17.35
43	152	17.37
43	153	17.76
43	154	15.97
43	155	18.63
43	156	11.64
43	157	15.84
43	158	15.2
43	159	13.64
43	160	16.3
43	161	18.05
43	162	20.23
43	163	13.98
43	164	15.96
43	165	16.54
43	166	19.33
43	167	10.23
43	168	11.22
43	169	15.16
43	170	13.39
43	171	14.22
43	172	18.21
43	173	16.3
43	174	18.59
43	175	15.7
43	176	17.57
43	177	18.75
43	178	20.69
43	179	24.53
43	180	21.61
43	181	22.88
43	182	23.82
43	183	26.11
43	184	12.08
43	185	12.37
43	186	13.46
43	187	15.0
43	188	16.69
43	189	18.23
43	190	17.03
43	191	20.23
43	192	18.85
43	193	21.67
43	194	22.96
43	195	25.56
43	196	25.55
43	197	19.86
43	198	21.93
43	199	22.09
43	200	24.07
43	201	26.77
43	202	33.83
43	203	35.1
43	204	39.81
43	205	28.62
43	206	23.17
43	207	21.91
43	208	17.73
43	209	22.51
43	210	24.5
43	211	20.98
43	212	27.27
43	213	27.71
43	214	34.68
43	215	41.37
43	216	46.32
43	217	47.13
43	218	36.07
43	219	33.11
43	220	31.62
43	221	30.87
43	222	36.52
43	223	41.26
43	224	45.18
43	225	42.41
43	226	42.52
43	227	47.57
43	228	53.65
43	229	57.65
43	230	62.85
43	231	87.08
43	232	70.35
43	233	79.65
43	234	89.64
43	235	70.07
43	236	73.88
43	237	66.77
43	238	64.38
43	239	66.54
43	240	84.59
43	241	101.18
43	242	103.53
43	243	110.27
43	244	126.99
43	245	174.82
43	246	155.37
43	247	147.71
43	248	124.28
43	249	133.98
43	250	132.04
43	251	139.43
43	252	128.73
43	253	27.2
43	254	26.94
43	255	31.4
43	256	34.4
43	257	35.69
43	258	39.64
43	259	39.26
43	260	34.81
43	261	36.92
43	262	37.0
43	263	37.28
43	264	36.4
43	265	37.57
43	266	36.62
43	267	36.38
43	268	37.26
43	269	44.73
43	270	46.34
43	271	46.65
43	272	54.07
43	273	53.4
43	274	56.65
43	275	58.48
43	276	61.55
43	277	57.91
43	278	54.47
43	279	53.16
43	280	50.58
43	281	49.33
43	282	48.76
43	283	44.64
43	284	43.92
43	285	42.48
43	286	44.87
43	287	48.17
43	288	50.49
43	289	46.88
43	290	49.43
43	291	51.58
43	292	53.58
43	293	57.67
43	294	58.08
43	295	61.26
43	296	65.11
43	297	68.01
43	298	72.04
43	299	73.64
43	300	72.58
43	301	71.2
43	302	67.09
43	303	69.39
43	304	69.87
43	305	69.02
43	306	77.65
43	307	77.28
43	308	74.05
43	309	76.27
43	310	80.85
43	311	83.83
43	312	85.76
43	313	89.68
43	314	74.53
43	315	81.47
43	316	87.78
43	317	76.39
43	318	82.23
43	319	86.65
43	320	80.18
43	321	83.37
43	322	85.69
43	323	85.28
43	324	85.42
43	325	88.14
43	326	85.3
43	327	89.39
43	328	91.28
43	329	92.84
43	330	97.24
43	331	99.05
43	332	100.74
43	333	103.74
43	334	104.6
43	335	106.59
43	336	109.75
43	337	110.56
43	338	110.8
43	339	108.76
43	340	104.04
43	341	107.13
43	342	109.15
43	343	111.87
43	344	106.33
43	345	109.72
43	346	114.39
43	347	117.86
43	348	118.84
43	349	121.8
43	350	123.61
43	351	126.56
43	352	134.66
43	353	123.53
43	354	117.85
43	355	120.56
43	356	124.8
43	357	128.75
43	358	131.01
43	359	136.16
43	360	140.92
43	361	129.77
43	362	127.03
43	363	125.81
43	364	123.34
43	365	114.58
43	366	120.43
43	367	120.95
43	368	90.51
43	369	101.39
43	370	106.72
43	371	102.96
43	372	105.41
43	373	102.54
43	374	113.46
43	375	118.65
43	376	112.92
43	377	116.88
43	378	119.8
43	379	111.49
43	380	118.02
43	381	110.01
43	382	114.64
43	383	113.73
43	384	118.9
43	385	120.56
43	386	123.47
43	387	122.94
43	388	124.23
43	389	126.92
43	390	138.37
43	391	137.47
43	392	138.03
43	393	137.24
43	394	134.38
43	395	134.09
43	396	133.3
43	397	133.22
43	398	130.23
43	399	127.77
43	400	128.7
43	401	126.7
43	402	146.22
43	403	147.14
43	404	158.73
43	405	155.93
43	406	142.03
43	407	139.15
43	408	159.76
43	409	166.6
43	410	171.5
43	411	170.21
43	412	168.89
43	413	159.41
43	414	149.91
43	415	192.8
43	416	193.53
43	417	194.35
43	418	192.19
43	419	191.96
43	420	185.08
43	421	188.11
43	422	178.62
43	423	167.51
43	424	171.19
43	425	166.82
43	426	163.19
43	427	167.52
43	428	154.13
43	429	166.74
43	430	152.98
43	431	136.38
44	1	31.87
44	2	17.76
44	3	15.41
44	4	16.49
44	5	17.57
44	6	16.5
44	7	15.49
44	8	15.64
44	9	13.35
44	10	12.3
44	11	9.89
44	12	10.43
44	13	12.78
44	14	12.44
44	15	9.91
44	16	14.03
44	17	12.68
44	18	11.74
44	19	8.98
44	20	7.54
44	21	7.97
44	22	8.06
44	23	8.47
44	24	8.51
44	25	10.4
44	26	5.98
44	27	5.83
44	28	5.68
44	29	6.26
44	30	8.21
44	31	5.68
44	32	6.15
44	33	4.85
44	34	3.77
44	35	2.8
44	36	1.97
44	37	4.15
44	38	3.76
44	39	4.83
44	40	3.14
44	41	2.02
44	42	0.93
44	43	0.76
44	45	0.83
44	46	1.86
44	47	1.0
44	48	1.63
44	49	1.94
44	50	3.58
44	51	7.57
44	52	5.01
44	53	3.55
44	54	6.57
44	55	5.78
44	56	3.54
44	57	5.09
44	58	6.38
44	59	6.02
44	60	5.22
44	61	5.38
44	62	5.96
44	63	7.98
44	64	8.82
44	65	8.3
44	66	8.17
44	67	10.12
44	68	14.78
44	69	11.72
44	70	11.89
44	71	9.82
44	72	9.57
44	73	11.34
44	74	28.15
44	75	56.41
44	76	76.22
44	77	27.84
44	78	22.09
44	79	25.94
44	80	22.5
44	81	20.89
44	82	23.01
44	83	13.99
44	84	9.37
44	85	7.82
44	86	11.04
44	87	10.36
44	88	10.5
44	89	13.95
44	90	16.73
44	91	16.06
44	92	8.4
44	93	8.0
44	94	9.93
44	95	5.44
44	96	6.58
44	97	7.37
44	98	9.15
44	99	3.98
44	100	6.13
44	101	8.02
44	102	9.89
44	103	2.68
44	104	3.67
44	105	3.19
44	106	3.04
44	107	3.74
44	108	3.59
44	109	3.71
44	110	3.71
44	111	3.86
44	112	5.86
44	113	7.59
44	114	8.15
44	115	8.77
44	116	9.14
44	117	10.01
44	118	3.68
44	119	5.06
44	120	5.31
44	121	6.32
44	122	7.81
44	123	5.21
44	124	6.23
44	125	8.86
44	126	8.44
44	127	5.58
44	128	5.57
44	129	5.88
44	130	5.39
44	131	6.19
44	132	8.72
44	133	10.23
44	134	11.12
44	135	13.1
44	136	12.49
44	137	7.19
44	138	8.09
44	139	9.51
44	140	10.5
44	141	11.5
44	142	8.51
44	143	10.29
44	144	10.81
44	145	11.59
44	146	13.08
44	147	12.98
44	148	15.03
44	149	15.4
44	150	16.45
44	151	17.43
44	152	17.57
44	153	17.99
44	154	16.24
44	155	18.93
44	156	11.11
44	157	15.31
44	158	14.71
44	159	13.18
44	160	15.88
44	161	17.61
44	162	19.77
44	163	13.57
44	164	15.59
44	165	16.18
44	166	18.92
44	167	9.93
44	168	10.87
44	169	14.82
44	170	13.08
44	171	13.95
44	172	17.91
44	173	16.06
44	174	18.33
44	175	15.52
44	176	17.36
44	177	18.56
44	178	20.45
44	179	24.24
44	180	21.39
44	181	22.65
44	182	23.62
44	183	25.9
44	184	11.97
44	185	12.31
44	186	13.36
44	187	14.98
44	188	16.61
44	189	18.09
44	190	17.0
44	191	20.17
44	192	18.84
44	193	21.56
44	194	22.84
44	195	25.38
44	196	25.4
44	197	19.91
44	198	21.89
44	199	22.14
44	200	24.1
44	201	26.83
44	202	33.78
44	203	34.43
44	204	39.22
44	205	28.05
44	206	22.57
44	207	21.36
44	208	17.21
44	209	22.02
44	210	24.04
44	211	20.63
44	212	26.89
44	213	27.42
44	214	34.21
44	215	40.9
44	216	45.86
44	217	46.71
44	218	35.67
44	219	32.74
44	220	31.28
44	221	30.63
44	222	36.2
44	223	40.9
44	224	44.86
44	225	42.17
44	226	42.3
44	227	47.33
44	228	53.18
44	229	57.19
44	230	62.3
44	231	86.56
44	232	69.92
44	233	79.22
44	234	89.21
44	235	69.69
44	236	73.56
44	237	66.48
44	238	64.11
44	239	66.27
44	240	84.26
44	241	100.78
44	242	103.16
44	243	109.87
44	244	126.55
44	245	174.38
44	246	154.97
44	247	147.28
44	248	123.89
44	249	133.59
44	250	131.66
44	251	139.06
44	252	128.38
44	253	27.07
44	254	26.89
44	255	31.27
44	256	34.27
44	257	35.53
44	258	39.45
44	259	39.11
44	260	34.71
44	261	36.82
44	262	36.94
44	263	37.24
44	264	36.36
44	265	37.56
44	266	36.61
44	267	36.38
44	268	37.26
44	269	44.79
44	270	46.45
44	271	46.75
44	272	54.2
44	273	53.55
44	274	56.8
44	275	58.58
44	276	61.49
44	277	57.85
44	278	54.43
44	279	53.12
44	280	50.59
44	281	49.26
44	282	48.67
44	283	44.54
44	284	43.78
44	285	42.33
44	286	44.68
44	287	47.98
44	288	50.32
44	289	46.75
44	290	49.34
44	291	51.44
44	292	53.48
44	293	57.53
44	294	57.87
44	295	61.06
44	296	64.93
44	297	67.78
44	298	71.82
44	299	73.44
44	300	72.38
44	301	71.01
44	302	66.92
44	303	69.24
44	304	69.74
44	305	68.9
44	306	77.45
44	307	77.1
44	308	73.9
44	309	76.1
44	310	80.67
44	311	83.66
44	312	85.58
44	313	89.52
44	314	74.41
44	315	81.34
44	316	87.63
44	317	76.31
44	318	82.14
44	319	86.54
44	320	80.12
44	321	83.32
44	322	85.62
44	323	85.24
44	324	85.39
44	325	88.12
44	326	85.1
44	327	89.18
44	328	91.1
44	329	92.67
44	330	97.06
44	331	98.9
44	332	100.58
44	333	103.56
44	334	104.43
44	335	106.4
44	336	109.59
44	337	110.39
44	338	110.68
44	339	108.63
44	340	103.91
44	341	107.05
44	342	109.08
44	343	111.81
44	344	106.27
44	345	109.68
44	346	114.35
44	347	117.83
44	348	118.81
44	349	121.77
44	350	123.57
44	351	126.52
44	352	134.6
44	353	123.47
44	354	117.77
44	355	120.45
44	356	124.71
44	357	128.68
44	358	130.9
44	359	136.06
44	360	140.82
44	361	129.62
44	362	126.87
44	363	125.65
44	364	123.16
44	365	114.36
44	366	120.2
44	367	120.7
44	368	90.29
44	369	101.1
44	370	106.44
44	371	102.71
44	372	105.16
44	373	102.32
44	374	113.24
44	375	118.4
44	376	112.65
44	377	116.6
44	378	119.52
44	379	111.2
44	380	117.72
44	381	109.7
44	382	114.32
44	383	113.4
44	384	118.58
44	385	120.22
44	386	123.11
44	387	122.61
44	388	123.91
44	389	126.61
44	390	138.01
44	391	137.13
44	392	137.7
44	393	136.92
44	394	134.07
44	395	133.77
44	396	132.99
44	397	132.91
44	398	129.93
44	399	127.48
44	400	128.42
44	401	126.45
44	402	146.0
44	403	147.01
44	404	158.59
44	405	155.82
44	406	141.97
44	407	139.21
44	408	159.77
44	409	166.61
44	410	171.52
44	411	170.19
44	412	168.85
44	413	159.34
44	414	149.9
44	415	192.79
44	416	193.51
44	417	194.31
44	418	192.14
44	419	192.56
44	420	185.67
44	421	187.98
44	422	178.53
44	423	167.38
44	424	171.01
44	425	166.59
44	426	163.69
44	427	168.09
44	428	154.74
44	429	167.36
44	430	153.64
44	431	137.08
45	1	32.66
45	2	18.41
45	3	16.11
45	4	17.03
45	5	18.11
45	6	16.98
45	7	15.96
45	8	16.15
45	9	13.69
45	10	12.67
45	11	10.13
45	12	10.86
45	13	13.31
45	14	13.05
45	15	10.5
45	16	14.78
45	17	12.94
45	18	11.94
45	19	9.31
45	20	8.06
45	21	8.33
45	22	8.01
45	23	8.24
45	24	8.27
45	25	10.05
45	26	6.42
45	27	5.87
45	28	5.69
45	29	6.14
45	30	9.02
45	31	6.44
45	32	6.87
45	33	5.47
45	34	4.55
45	35	3.32
45	36	1.99
45	37	4.01
45	38	3.3
45	39	4.24
45	40	2.55
45	41	1.32
45	42	0.63
45	43	1.42
45	44	0.83
45	46	1.04
45	47	0.42
45	48	1.13
45	49	1.24
45	50	2.89
45	51	8.4
45	52	5.83
45	53	4.38
45	54	7.38
45	55	6.6
45	56	4.35
45	57	5.87
45	58	7.12
45	59	6.76
45	60	5.93
45	61	6.08
45	62	6.58
45	63	8.61
45	64	9.48
45	65	8.89
45	66	8.67
45	67	10.43
45	68	15.27
45	69	12.54
45	70	12.69
45	71	10.6
45	72	10.32
45	73	12.08
45	74	28.84
45	75	57.18
45	76	76.97
45	77	27.18
45	78	21.5
45	79	25.2
45	80	21.73
45	81	20.12
45	82	22.22
45	83	13.52
45	84	9.15
45	85	7.55
45	86	10.46
45	87	9.67
45	88	9.72
45	89	13.2
45	90	15.97
45	91	15.27
45	92	7.69
45	93	7.26
45	94	9.16
45	95	4.65
45	96	5.78
45	97	6.59
45	98	8.35
45	99	3.15
45	100	5.31
45	101	7.19
45	102	9.07
45	103	1.92
45	104	2.88
45	105	2.41
45	106	2.22
45	107	2.92
45	108	2.76
45	109	2.88
45	110	2.89
45	111	3.04
45	112	5.04
45	113	6.78
45	114	7.33
45	115	7.95
45	116	8.32
45	117	9.19
45	118	3.07
45	119	4.28
45	120	4.58
45	121	5.56
45	122	7.04
45	123	4.51
45	124	5.55
45	125	8.09
45	126	7.72
45	127	5.34
45	128	5.27
45	129	5.46
45	130	4.9
45	131	5.64
45	132	8.04
45	133	9.5
45	134	10.36
45	135	12.32
45	136	11.75
45	137	6.87
45	138	7.61
45	139	8.94
45	140	9.88
45	141	10.85
45	142	8.12
45	143	9.75
45	144	10.32
45	145	11.04
45	146	12.84
45	147	12.51
45	148	14.53
45	149	14.84
45	150	15.87
45	151	16.86
45	152	17.1
45	153	17.55
45	154	15.84
45	155	18.55
45	156	10.29
45	157	14.49
45	158	13.89
45	159	12.35
45	160	15.05
45	161	16.78
45	162	18.94
45	163	12.75
45	164	14.78
45	165	15.37
45	166	18.1
45	167	9.14
45	168	10.07
45	169	14.02
45	170	12.29
45	171	13.18
45	172	17.11
45	173	15.29
45	174	17.55
45	175	14.78
45	176	16.6
45	177	17.81
45	178	19.67
45	179	23.45
45	180	20.63
45	181	21.89
45	182	22.87
45	183	25.14
45	184	11.28
45	185	11.64
45	186	12.66
45	187	14.34
45	188	15.93
45	189	17.37
45	190	16.36
45	191	19.5
45	192	18.2
45	193	20.85
45	194	22.13
45	195	24.64
45	196	24.66
45	197	19.31
45	198	21.23
45	199	21.54
45	200	23.48
45	201	26.23
45	202	33.11
45	203	33.67
45	204	38.41
45	205	27.23
45	206	21.77
45	207	20.54
45	208	16.39
45	209	21.2
45	210	23.22
45	211	19.82
45	212	26.07
45	213	26.64
45	214	33.38
45	215	40.07
45	216	45.04
45	217	45.88
45	218	34.85
45	219	31.92
45	220	30.47
45	221	29.85
45	222	35.4
45	223	40.09
45	224	44.06
45	225	41.39
45	226	41.54
45	227	46.55
45	228	52.35
45	229	56.37
45	230	61.49
45	231	85.74
45	232	69.1
45	233	78.4
45	234	88.38
45	235	68.87
45	236	72.76
45	237	65.68
45	238	63.33
45	239	65.49
45	240	83.45
45	241	99.96
45	242	102.34
45	243	109.05
45	244	125.72
45	245	173.55
45	246	154.15
45	247	146.46
45	248	123.07
45	249	132.77
45	250	130.84
45	251	138.24
45	252	127.56
45	253	26.35
45	254	26.22
45	255	30.55
45	256	33.55
45	257	34.79
45	258	38.69
45	259	38.37
45	260	34.0
45	261	36.12
45	262	36.25
45	263	36.57
45	264	35.69
45	265	36.92
45	266	35.95
45	267	35.74
45	268	36.62
45	269	44.2
45	270	45.89
45	271	46.19
45	272	53.65
45	273	53.02
45	274	56.27
45	275	58.01
45	276	60.81
45	277	57.16
45	278	53.75
45	279	52.44
45	280	49.95
45	281	48.57
45	282	47.98
45	283	43.83
45	284	43.05
45	285	41.6
45	286	43.92
45	287	47.22
45	288	49.57
45	289	46.02
45	290	48.64
45	291	50.72
45	292	52.77
45	293	56.81
45	294	57.1
45	295	60.3
45	296	64.18
45	297	67.02
45	298	71.05
45	299	72.67
45	300	71.61
45	301	70.26
45	302	66.17
45	303	68.5
45	304	69.02
45	305	68.19
45	306	76.68
45	307	76.34
45	308	73.16
45	309	75.36
45	310	79.92
45	311	82.91
45	312	84.83
45	313	88.77
45	314	73.69
45	315	80.62
45	316	86.9
45	317	75.61
45	318	81.43
45	319	85.83
45	320	79.44
45	321	82.64
45	322	84.93
45	323	84.57
45	324	84.72
45	325	87.47
45	326	84.34
45	327	88.42
45	328	90.35
45	329	91.92
45	330	96.31
45	331	98.17
45	332	99.83
45	333	102.81
45	334	103.69
45	335	105.64
45	336	108.84
45	337	109.65
45	338	109.95
45	339	107.91
45	340	103.19
45	341	106.35
45	342	108.39
45	343	111.12
45	344	105.58
45	345	109.0
45	346	113.67
45	347	117.16
45	348	118.14
45	349	121.1
45	350	122.9
45	351	125.85
45	352	133.92
45	353	122.78
45	354	117.07
45	355	119.73
45	356	124.01
45	357	127.99
45	358	130.18
45	359	135.35
45	360	140.11
45	361	128.89
45	362	126.12
45	363	124.91
45	364	122.41
45	365	113.59
45	366	119.43
45	367	119.92
45	368	89.52
45	369	100.3
45	370	105.64
45	371	101.92
45	372	104.38
45	373	101.56
45	374	112.47
45	375	117.62
45	376	111.87
45	377	115.81
45	378	118.72
45	379	110.4
45	380	116.92
45	381	108.9
45	382	113.51
45	383	112.6
45	384	117.78
45	385	119.41
45	386	122.29
45	387	121.8
45	388	123.11
45	389	125.81
45	390	137.2
45	391	136.32
45	392	136.9
45	393	136.12
45	394	133.27
45	395	132.97
45	396	132.19
45	397	132.11
45	398	129.13
45	399	126.68
45	400	127.62
45	401	125.66
45	402	145.24
45	403	146.28
45	404	157.85
45	405	155.11
45	406	141.28
45	407	138.62
45	408	159.13
45	409	165.97
45	410	170.89
45	411	169.53
45	412	168.17
45	413	158.65
45	414	149.23
45	415	192.13
45	416	192.84
45	417	193.64
45	418	191.45
45	419	193.36
45	420	186.47
45	421	187.26
45	422	177.83
45	423	166.65
45	424	170.26
45	425	165.82
45	426	164.52
45	427	168.9
45	428	155.53
45	429	168.15
45	430	154.41
45	431	137.81
46	1	33.65
46	2	19.26
46	3	17.0
46	4	17.75
46	5	18.83
46	6	17.63
46	7	16.59
46	8	16.83
46	9	14.19
46	10	13.18
46	11	10.52
46	12	11.46
46	13	14.03
46	14	13.85
46	15	11.29
46	16	15.72
46	17	13.34
46	18	12.27
46	19	9.8
46	20	8.79
46	21	8.86
46	22	8.08
46	23	8.06
46	24	8.08
46	25	9.7
46	26	7.08
46	27	6.09
46	28	5.86
46	29	6.16
46	30	10.04
46	31	7.42
46	32	7.79
46	33	6.32
46	34	5.56
46	35	4.12
46	36	2.46
46	37	4.08
46	38	2.97
46	39	3.63
46	40	2.07
46	41	0.88
46	42	1.32
46	43	2.41
46	44	1.86
46	45	1.04
46	47	1.04
46	48	1.21
46	49	0.81
46	50	2.14
46	51	9.44
46	52	6.87
46	53	5.41
46	54	8.41
46	55	7.63
46	56	5.38
46	57	6.86
46	58	8.08
46	59	7.7
46	60	6.87
46	61	7.0
46	62	7.42
46	63	9.45
46	64	10.35
46	65	9.68
46	66	9.36
46	67	10.89
46	68	15.92
46	69	13.56
46	70	13.71
46	71	11.59
46	72	11.26
46	73	13.02
46	74	29.7
46	75	58.16
46	76	77.9
46	77	26.37
46	78	20.79
46	79	24.27
46	80	20.76
46	81	19.14
46	82	21.23
46	83	12.98
46	84	8.97
46	85	7.32
46	86	9.77
46	87	8.82
46	88	8.74
46	89	12.27
46	90	15.02
46	91	14.28
46	92	6.84
46	93	6.35
46	94	8.19
46	95	3.67
46	96	4.78
46	97	5.63
46	98	7.34
46	99	2.11
46	100	4.27
46	101	6.15
46	102	8.03
46	103	1.1
46	104	1.95
46	105	1.49
46	106	1.2
46	107	1.89
46	108	1.73
46	109	1.85
46	110	1.85
46	111	2.0
46	112	4.01
46	113	5.77
46	114	6.3
46	115	6.92
46	116	7.31
46	117	8.16
46	118	2.49
46	119	3.34
46	120	3.74
46	121	4.64
46	122	6.09
46	123	3.71
46	124	4.74
46	125	7.14
46	126	6.84
46	127	5.2
46	128	5.07
46	129	5.09
46	130	4.44
46	131	5.05
46	132	7.23
46	133	8.61
46	134	9.42
46	135	11.36
46	136	10.84
46	137	6.58
46	138	7.11
46	139	8.28
46	140	9.16
46	141	10.06
46	142	7.74
46	143	9.14
46	144	9.76
46	145	10.41
46	146	12.62
46	147	11.98
46	148	13.95
46	149	14.18
46	150	15.17
46	151	16.17
46	152	16.55
46	153	17.04
46	154	15.39
46	155	18.13
46	156	9.25
46	157	13.45
46	158	12.85
46	159	11.31
46	160	14.02
46	161	15.75
46	162	17.9
46	163	11.72
46	164	13.76
46	165	14.35
46	166	17.07
46	167	8.15
46	168	9.06
46	169	13.01
46	170	11.29
46	171	12.21
46	172	16.12
46	173	14.33
46	174	16.58
46	175	13.87
46	176	15.67
46	177	16.88
46	178	18.7
46	179	22.46
46	180	19.68
46	181	20.93
46	182	21.93
46	183	24.19
46	184	10.44
46	185	10.84
46	186	11.81
46	187	13.56
46	188	15.1
46	189	16.47
46	190	15.57
46	191	18.68
46	192	17.42
46	193	19.98
46	194	21.25
46	195	23.71
46	196	23.75
46	197	18.59
46	198	20.42
46	199	20.81
46	200	22.73
46	201	25.5
46	202	32.28
46	203	32.73
46	204	37.4
46	205	26.22
46	206	20.77
46	207	19.52
46	208	15.35
46	209	20.16
46	210	22.18
46	211	18.8
46	212	25.05
46	213	25.65
46	214	32.34
46	215	39.03
46	216	44.0
46	217	44.85
46	218	33.82
46	219	30.9
46	220	29.46
46	221	28.88
46	222	34.39
46	223	39.07
46	224	43.05
46	225	40.42
46	226	40.58
46	227	45.58
46	228	51.31
46	229	55.33
46	230	60.46
46	231	84.7
46	232	68.06
46	233	77.36
46	234	87.35
46	235	67.84
46	236	71.75
46	237	64.69
46	238	62.34
46	239	64.51
46	240	82.44
46	241	98.92
46	242	101.32
46	243	108.02
46	244	124.68
46	245	172.51
46	246	153.12
46	247	145.42
46	248	122.04
46	249	131.74
46	250	129.81
46	251	137.22
46	252	126.54
46	253	25.45
46	254	25.4
46	255	29.65
46	256	32.65
46	257	33.87
46	258	37.75
46	259	37.46
46	260	33.12
46	261	35.24
46	262	35.4
46	263	35.74
46	264	34.86
46	265	36.12
46	266	35.15
46	267	34.94
46	268	35.83
46	269	43.47
46	270	45.2
46	271	45.49
46	272	52.98
46	273	52.38
46	274	55.62
46	275	57.3
46	276	59.95
46	277	56.3
46	278	52.92
46	279	51.6
46	280	49.15
46	281	47.72
46	282	47.11
46	283	42.95
46	284	42.15
46	285	40.69
46	286	42.98
46	287	46.28
46	288	48.64
46	289	45.11
46	290	47.77
46	291	49.81
46	292	51.89
46	293	55.9
46	294	56.14
46	295	59.35
46	296	63.25
