param n := 400;
param deposito := 16;
param numero_clusters := 80;
param factor := 1;

set Np[1]:= 292 322 351 374  ;
set Np[2]:= 213 230 346 379  ;
set Np[3]:= 25 29 163  ;
set Np[4]:= 16  ;
set Np[5]:= 133 249 352  ;
set Np[6]:= 32 59 224  ;
set Np[7]:= 89 306  ;
set Np[8]:= 27 63 176 218 297 321  ;
set Np[9]:= 152 180 296  ;
set Np[10]:= 15 21 30 69 76 301 316 341  ;
set Np[11]:= 57 96 103 108 179 299 354 360  ;
set Np[12]:= 102 225 261 287 315 383  ;
set Np[13]:= 33 61 94 235 241 324 333  ;
set Np[14]:= 31 125 242 262  ;
set Np[15]:= 87 187 243 278 312 348 356  ;
set Np[16]:= 35 36 184 271  ;
set Np[17]:= 178 202 214 216 285 286 347  ;
set Np[18]:= 116 195 272 314 332 387 390  ;
set Np[19]:= 98 288  ;
set Np[20]:= 99 104 111 143 386  ;
set Np[21]:= 91 149 193 335 338  ;
set Np[22]:= 86 183 283 372  ;
set Np[23]:= 85 159 190 308 359  ;
set Np[24]:= 134 140 172 188 217 267  ;
set Np[25]:= 56 92 157 203 273 275 339 358  ;
set Np[26]:= 5 14 52 135 141 255 260 266 280 330 353  ;
set Np[27]:= 2 60 110 148 293 385  ;
set Np[28]:= 28 223 250 269 378 388  ;
set Np[29]:= 68 101 113 276 320 350 396 397  ;
set Np[30]:= 26 117 120 129 164 167 328 336  ;
set Np[31]:= 77 199 211 234 236 263 284 357 395  ;
set Np[32]:= 105 170 248 291 318 355 370  ;
set Np[33]:= 40 109 112 168 246 264 380  ;
set Np[34]:= 79 90 121 237 258 375  ;
set Np[35]:= 65 84 174 381  ;
set Np[36]:= 78 138 144 177 198 208  ;
set Np[37]:= 204 210  ;
set Np[38]:= 39 115 222 247 295 304  ;
set Np[39]:= 22 66 147 257 290 367 371  ;
set Np[40]:= 64 107 151 160 196  ;
set Np[41]:= 23 124 191  ;
set Np[42]:= 18 182 233 305 365 399  ;
set Np[43]:= 51 88 165 232 238 244 252 309  ;
set Np[44]:= 122 139 209 265 382  ;
set Np[45]:= 221  ;
set Np[46]:= 13 19 24 173 240 298 384  ;
set Np[47]:= 12 43 126 131 376  ;
set Np[48]:= 8 44 128 145 175 181 229  ;
set Np[49]:= 277  ;
set Np[50]:= 34 45 161 256  ;
set Np[51]:= 41 71 127 153 185 340 343  ;
set Np[52]:= 74 97 219  ;
set Np[53]:= 17 67 155 186 205 268 282 317  ;
set Np[54]:= 11 100 132 245 363  ;
set Np[55]:= 72 119 154 279 323  ;
set Np[56]:= 37 75 82 220 231 270 326  ;
set Np[57]:= 10 146 189  ;
set Np[58]:= 3 93 207 361  ;
set Np[59]:= 20 106 166 215 227 274 368  ;
set Np[60]:= 150 171 294  ;
set Np[61]:= 42 118 391  ;
set Np[62]:= 192  ;
set Np[63]:= 54 289 400  ;
set Np[64]:= 137  ;
set Np[65]:= 200 331 389  ;
set Np[66]:= 6 49 58 136 342  ;
set Np[67]:= 38 55 239  ;
set Np[68]:= 70 81 364  ;
set Np[69]:= 53 95 197 369 398  ;
set Np[70]:= 130 158 251 300 307 311 327 344  ;
set Np[71]:= 194 303 310 334  ;
set Np[72]:= 1 4 9 169 201  ;
set Np[73]:= 46 302 325  ;
set Np[74]:= 114 156 366 392  ;
set Np[75]:= 62 142 254 329 345 362  ;
set Np[76]:= 162 259 313 349  ;
set Np[77]:= 50 83 319 394  ;
set Np[78]:= 73 80 212 226 228 281 337 377  ;
set Np[79]:= 373 393  ;
set Np[80]:= 7 47 48 123 206 253  ;


param c:=
76	224	292.17
76	225	595.0
76	226	465.6
76	227	399.67
76	228	487.92
76	229	612.89
76	230	301.78
76	231	628.86
76	232	504.85
76	233	841.68
76	234	417.31
76	235	773.33
76	236	407.0
76	237	411.22
76	238	458.86
76	239	506.18
76	240	301.39
76	241	787.62
76	242	684.69
76	243	636.62
76	244	503.13
76	245	315.68
76	246	491.67
76	247	194.85
76	248	660.66
76	249	413.36
76	250	545.55
76	251	119.7
76	252	525.38
76	253	114.01
76	254	240.16
76	255	528.11
76	256	311.71
76	257	348.55
76	258	413.45
76	259	624.81
76	260	512.53
76	261	584.7
76	262	645.19
76	263	448.77
76	264	538.63
76	265	369.06
76	266	554.73
76	267	865.46
76	268	335.79
76	269	553.55
76	270	541.83
76	271	177.18
76	272	407.27
76	273	172.64
76	274	473.82
76	275	203.3
76	276	87.41
76	277	986.04
76	278	580.64
76	279	212.79
76	280	511.15
76	281	476.81
76	282	302.43
76	283	876.35
76	284	458.24
76	285	309.05
76	286	359.1
76	287	624.32
76	288	254.64
76	289	530.71
76	290	360.68
76	291	608.34
76	292	1000.99
76	293	214.46
76	294	767.86
76	295	261.21
76	296	794.08
76	297	649.59
76	298	247.48
76	299	321.61
76	300	125.14
76	301	129.54
76	302	920.63
76	303	643.91
76	304	205.08
76	305	825.6
76	306	365.65
76	307	152.81
76	308	801.31
76	309	401.61
76	310	626.29
76	311	133.41
76	312	606.9
76	313	568.3
76	314	474.82
76	315	619.29
76	316	65.98
76	317	306.91
76	318	660.88
76	319	674.65
76	320	61.49
76	321	707.02
76	322	1003.29
76	323	209.05
76	324	771.1
76	325	919.08
76	326	522.49
76	327	182.25
76	328	207.07
76	329	220.13
76	330	515.6
76	331	735.01
76	332	423.17
76	333	771.27
76	334	621.35
76	335	628.33
76	336	251.61
76	337	495.56
76	338	677.72
76	339	185.29
76	340	636.47
76	341	44.85
76	342	286.9
76	343	636.19
76	344	185.21
76	345	257.3
76	346	344.45
76	347	360.96
76	348	578.7
76	349	574.18
76	350	124.23
76	351	1014.38
76	352	419.28
76	353	592.79
76	354	321.68
76	355	659.65
76	356	667.24
76	357	400.74
76	358	264.06
76	359	758.19
76	360	313.38
76	361	630.1
76	362	237.97
76	363	294.55
76	364	847.13
76	365	774.87
76	366	719.58
76	367	314.14
76	368	462.71
76	369	807.39
76	370	601.14
76	371	424.67
76	372	895.54
76	373	625.24
76	374	1019.27
76	375	488.84
76	376	765.73
76	377	533.8
76	378	571.19
76	379	326.57
76	380	607.04
76	381	702.06
76	382	440.75
76	383	538.97
76	384	265.09
76	385	295.7
76	386	536.19
76	387	490.8
76	388	601.21
76	389	688.9
76	390	476.24
76	391	157.64
76	392	671.64
76	393	636.89
76	394	776.75
76	395	436.49
76	396	95.41
76	397	50.46
76	398	773.23
76	399	717.93
76	400	520.88
77	1	402.98
77	2	663.75
77	3	961.57
77	4	393.78
77	5	819.38
77	6	460.94
77	7	493.64
77	8	422.75
77	9	386.15
77	10	954.15
77	11	774.96
77	12	856.27
77	13	223.63
77	14	856.63
77	15	356.56
77	16	1051.31
77	17	162.62
77	18	591.69
77	19	243.8
77	20	631.85
77	21	360.02
77	22	543.47
77	23	645.0
77	24	248.48
77	25	323.14
77	26	258.18
77	27	823.22
77	28	765.02
77	29	340.02
77	30	401.39
77	31	950.07
77	32	703.26
77	33	731.95
77	34	256.9
77	35	597.54
77	36	601.73
77	37	732.17
77	38	360.89
77	39	277.05
77	40	464.27
77	41	209.32
77	42	329.66
77	43	874.03
77	44	389.02
77	45	313.78
77	46	858.91
77	47	551.16
77	48	595.8
77	49	515.12
77	50	526.51
77	51	149.95
77	52	862.3
77	53	352.65
77	54	66.22
77	55	463.33
77	56	440.49
77	57	662.58
77	58	506.98
77	59	726.66
77	60	671.12
77	61	689.15
77	62	644.75
77	63	823.92
77	64	455.41
77	65	277.92
77	66	549.09
77	67	135.92
77	68	544.41
77	69	446.62
77	70	741.74
77	71	201.45
77	72	533.9
77	73	788.97
77	74	627.36
77	75	713.4
77	76	467.28
77	78	870.16
77	79	297.25
77	80	785.09
77	81	741.94
77	82	675.73
77	83	489.99
77	84	288.62
77	85	393.76
77	86	895.29
77	87	128.96
77	88	132.11
77	89	148.1
77	90	234.62
77	91	456.95
77	92	529.05
77	93	899.08
77	94	711.41
77	95	351.12
77	96	633.66
77	97	566.37
77	98	346.13
77	99	642.75
77	100	739.88
77	101	563.39
77	102	209.21
77	103	649.43
77	104	612.45
77	105	711.39
77	106	694.08
77	107	404.12
77	108	594.56
77	109	478.53
77	110	587.78
77	111	608.97
77	112	525.04
77	113	585.88
77	114	265.88
77	115	334.09
77	116	908.37
77	117	192.69
77	118	392.49
77	119	609.16
77	120	266.53
77	121	282.4
77	122	680.33
77	123	561.99
77	124	610.72
77	125	921.78
77	126	832.05
77	127	159.62
77	128	404.48
77	129	252.7
77	130	562.04
77	131	867.81
77	132	834.16
77	133	386.24
77	134	710.43
77	135	892.02
77	136	458.78
77	137	410.07
77	138	827.34
77	139	653.08
77	140	659.59
77	141	839.88
77	142	619.64
77	143	634.51
77	144	823.3
77	145	369.54
77	146	993.94
77	147	514.41
77	148	629.68
77	149	469.23
77	150	794.18
77	151	442.54
77	152	542.45
77	153	155.05
77	154	570.61
77	155	93.82
77	156	355.79
77	157	509.48
77	158	565.2
77	159	379.32
77	160	440.04
77	161	300.72
77	162	269.71
77	163	363.34
77	164	205.94
77	165	172.13
77	166	610.23
77	167	248.48
77	168	471.14
77	169	355.44
77	170	761.93
77	171	761.2
77	172	728.66
77	173	211.17
77	174	292.27
77	175	373.91
77	176	813.3
77	177	801.92
77	178	176.92
77	179	644.28
77	180	475.41
77	181	360.82
77	182	642.88
77	183	887.37
77	184	591.99
77	185	138.88
77	186	173.17
77	187	153.47
77	188	695.21
77	189	954.54
77	190	381.2
77	191	670.3
77	192	440.06
77	193	487.57
77	194	690.66
77	195	856.55
77	196	402.9
77	197	344.4
77	198	851.37
77	199	11.97
77	200	284.17
77	201	383.88
77	202	151.15
77	203	466.24
77	204	410.83
77	205	105.78
77	206	582.07
77	207	983.78
77	208	842.84
77	209	722.92
77	210	405.04
77	211	57.5
77	212	798.0
77	213	564.81
77	214	180.6
77	215	590.18
77	216	210.02
77	217	650.89
77	218	792.51
77	219	629.36
77	220	725.78
77	221	896.11
77	222	321.43
77	223	800.34
77	224	745.78
77	225	252.09
77	226	767.58
77	227	601.19
77	228	781.98
77	229	359.57
77	230	563.84
77	231	724.97
77	232	217.19
77	233	631.22
77	234	55.96
77	235	705.01
77	236	89.72
77	237	253.26
77	238	139.88
77	239	402.59
77	240	299.17
77	241	724.92
77	242	958.15
77	243	173.81
77	244	127.1
77	245	765.75
77	246	465.57
77	247	281.9
77	248	713.85
77	249	372.49
77	250	769.03
77	251	550.96
77	252	148.45
77	253	579.09
77	254	675.61
77	255	849.15
77	256	305.52
77	257	562.28
77	258	235.84
77	259	336.54
77	260	812.77
77	261	235.99
77	262	896.83
77	263	85.39
77	264	515.88
77	265	720.19
77	266	882.61
77	267	729.61
77	268	153.1
77	269	762.34
77	270	664.82
77	271	599.0
77	272	809.71
77	273	458.17
77	274	644.76
77	275	459.84
77	276	524.22
77	277	877.95
77	278	113.91
77	279	576.78
77	280	814.32
77	281	793.34
77	282	165.87
77	283	905.34
77	284	22.67
77	285	185.44
77	286	230.69
77	287	274.12
77	288	367.08
77	289	88.51
77	290	473.03
77	291	696.6
77	292	952.15
77	293	619.09
77	294	801.89
77	295	264.9
77	296	522.2
77	297	784.26
77	298	283.34
77	299	642.72
77	300	490.98
77	301	337.93
77	302	906.92
77	303	643.07
77	304	325.36
77	305	594.18
77	306	177.68
77	307	553.16
77	308	390.6
77	309	146.42
77	310	656.51
77	311	554.34
77	312	139.83
77	313	292.95
77	314	862.42
77	315	258.93
77	316	434.89
77	317	178.08
77	318	726.97
77	319	422.84
77	320	524.71
77	321	833.11
77	322	925.22
77	323	534.1
77	324	749.04
77	325	901.28
77	326	696.1
77	327	597.68
77	328	262.04
77	329	651.48
77	330	874.21
77	331	269.31
77	332	841.82
77	333	691.9
77	334	649.23
77	335	440.22
77	336	222.83
77	337	756.79
77	338	511.87
77	339	499.58
77	340	185.84
77	341	467.02
77	342	550.63
77	343	220.34
77	344	586.28
77	345	681.61
77	346	601.81
77	347	203.74
77	348	111.69
77	349	326.67
77	350	574.22
77	351	935.04
77	352	448.45
77	353	891.12
77	354	618.19
77	355	708.97
77	356	199.98
77	357	66.57
77	358	505.41
77	359	366.12
77	360	617.76
77	361	997.98
77	362	682.89
77	363	734.4
77	364	741.96
77	365	576.23
77	366	320.44
77	367	528.96
77	368	627.71
77	369	361.22
77	370	669.75
77	371	555.21
77	372	915.56
77	373	966.01
77	374	956.94
77	375	293.07
77	376	870.52
77	377	805.15
77	378	763.2
77	379	614.89
77	380	537.24
77	381	257.86
77	382	784.26
77	383	218.29
77	384	265.7
77	385	632.63
77	386	640.0
77	387	863.92
77	388	844.85
77	389	223.7
77	390	880.94
77	391	342.42
77	392	300.57
77	393	985.15
77	394	541.24
77	395	49.72
77	396	558.14
77	397	493.83
77	398	336.98
77	399	550.37
77	400	72.49
78	1	681.9
78	2	764.55
78	3	850.66
78	4	652.03
78	5	701.95
78	6	1107.06
78	7	1012.02
78	8	451.95
78	9	713.01
78	10	680.82
78	11	922.41
78	12	328.98
78	13	971.19
78	14	651.36
78	15	895.22
78	16	861.79
78	17	902.07
78	18	364.59
78	19	1004.09
78	20	523.01
78	21	908.78
78	22	604.85
78	23	982.08
78	24	1036.02
78	25	898.81
78	26	882.55
78	27	323.71
78	28	487.19
78	29	870.69
78	30	903.9
78	31	614.8
78	32	954.32
78	33	202.73
78	34	687.68
78	35	1056.07
78	36	1147.91
78	37	446.73
78	38	513.72
78	39	757.45
78	40	442.61
78	41	765.02
78	42	981.6
78	43	340.44
78	44	481.14
78	45	655.6
78	46	93.91
78	47	1016.08
78	48	1006.81
78	49	1182.26
78	50	408.83
78	51	720.26
78	52	644.38
78	53	795.44
78	54	934.93
78	55	423.99
78	56	751.78
78	57	579.39
78	58	1178.81
78	59	982.42
78	60	849.73
78	61	196.62
78	62	890.19
78	63	378.2
78	64	1017.49
78	65	746.07
78	66	578.08
78	67	882.46
78	68	965.38
78	69	942.93
78	70	128.84
78	71	765.34
78	72	1082.94
78	73	733.93
78	74	247.9
78	75	410.3
78	76	928.21
78	77	870.16
78	79	573.22
78	80	645.89
78	81	129.09
78	82	463.9
78	83	431.24
78	84	769.23
78	85	692.47
78	86	127.65
78	87	890.81
78	88	749.26
78	89	981.16
78	90	635.72
78	91	426.92
78	92	697.2
78	93	781.82
78	94	161.59
78	95	812.16
78	96	625.5
78	97	303.82
78	98	1098.88
78	99	389.71
78	100	894.37
78	101	931.17
78	102	675.77
78	103	642.53
78	104	398.33
78	105	251.19
78	106	503.52
78	107	1005.05
78	108	647.15
78	109	431.35
78	110	803.6
78	111	432.95
78	112	433.81
78	113	892.12
78	114	692.3
78	115	781.29
78	116	906.36
78	117	866.54
78	118	961.62
78	119	1183.65
78	120	832.63
78	121	590.8
78	122	764.33
78	123	1020.78
78	124	1004.9
78	125	628.82
78	126	304.99
78	127	774.42
78	128	465.7
78	129	838.74
78	130	859.48
78	131	280.2
78	132	920.99
78	133	544.88
78	134	185.48
78	135	754.58
78	136	1161.22
78	137	807.99
78	138	103.3
78	139	741.82
78	140	236.4
78	141	656.66
78	142	908.13
78	143	353.82
78	144	56.95
78	145	503.54
78	146	719.51
78	147	555.82
78	148	806.3
78	149	412.9
78	150	152.01
78	151	1085.59
78	152	443.37
78	153	793.59
78	154	1125.32
78	155	834.25
78	156	650.93
78	157	750.23
78	158	841.51
78	159	705.8
78	160	1032.19
78	161	641.67
78	162	618.04
78	163	919.13
78	164	914.95
78	165	698.35
78	166	502.22
78	167	898.3
78	168	422.84
78	169	651.48
78	170	321.83
78	171	226.29
78	172	178.73
78	173	946.08
78	174	853.75
78	175	508.54
78	176	455.13
78	177	89.56
78	178	729.96
78	179	609.85
78	180	502.73
78	181	511.01
78	182	319.04
78	183	139.5
78	184	1131.28
78	185	778.33
78	186	894.97
78	187	904.16
78	188	225.51
78	189	687.92
78	190	734.02
78	191	1058.99
78	192	594.68
78	193	383.67
78	194	233.52
78	195	828.53
78	196	1000.75
78	197	835.26
78	198	24.7
78	199	877.6
78	200	895.93
78	201	690.76
78	202	803.55
78	203	675.69
78	204	546.4
78	205	883.6
78	206	1027.81
78	207	862.97
78	208	28.09
78	209	798.38
78	210	535.48
78	211	842.77
78	212	726.18
78	213	1208.76
78	214	767.67
78	215	557.1
78	216	814.0
78	217	280.64
78	218	333.08
78	219	242.74
78	220	376.2
78	221	481.9
78	222	788.95
78	223	520.36
78	224	970.46
78	225	652.69
78	226	664.72
78	227	566.56
78	228	650.85
78	229	525.68
78	230	1216.02
78	231	347.12
78	232	654.09
78	233	324.1
78	234	888.23
78	235	167.88
78	236	801.76
78	237	639.28
78	238	730.69
78	239	481.68
78	240	1055.97
78	241	149.16
78	242	632.99
78	243	865.77
78	244	749.6
78	245	966.23
78	246	452.56
78	247	829.97
78	248	290.24
78	249	552.31
78	250	534.05
78	251	876.76
78	252	735.72
78	253	997.12
78	254	898.03
78	255	703.4
78	256	668.68
78	257	605.44
78	258	653.2
78	259	562.22
78	260	661.96
78	261	666.07
78	262	580.02
78	263	786.11
78	264	398.87
78	265	748.15
78	266	722.36
78	267	178.49
78	268	927.85
78	269	511.38
78	270	422.8
78	271	1096.95
78	272	857.9
78	273	757.7
78	274	501.09
78	275	726.93
78	276	885.73
78	277	105.13
78	278	881.05
78	279	1140.94
78	280	667.27
78	281	690.01
78	282	847.93
78	283	167.01
78	284	848.48
78	285	784.94
78	286	689.26
78	287	647.86
78	288	1076.88
78	289	944.8
78	290	567.54
78	291	352.91
78	292	82.01
78	293	835.47
78	294	203.9
78	295	749.4
78	296	451.66
78	297	382.77
78	298	995.91
78	299	710.27
78	300	816.82
78	301	893.89
78	302	87.56
78	303	284.37
78	304	761.86
78	305	368.11
78	306	988.48
78	307	835.04
78	308	727.97
78	309	742.62
78	310	306.52
78	311	862.07
78	312	908.81
78	313	586.77
78	314	840.11
78	315	664.82
78	316	967.72
78	317	925.06
78	318	300.25
78	319	479.98
78	320	929.8
78	321	355.12
78	322	78.34
78	323	1131.42
78	324	158.44
78	325	78.99
78	326	478.86
78	327	852.38
78	328	893.05
78	329	884.72
78	330	781.92
78	331	911.93
78	332	905.96
78	333	178.82
78	334	310.3
78	335	434.23
78	336	826.34
78	337	597.95
78	338	364.04
78	339	757.88
78	340	822.92
78	341	969.07
78	342	1200.05
78	343	748.09
78	344	831.74
78	345	875.73
78	346	1261.17
78	347	712.49
78	348	900.96
78	349	549.78
78	350	909.6
78	351	89.06
78	352	515.73
78	353	666.93
78	354	683.09
78	355	288.29
78	356	915.91
78	357	861.68
78	358	675.4
78	359	685.5
78	360	693.8
78	361	843.43
78	362	922.31
78	363	924.55
78	364	138.93
78	365	337.1
78	366	703.53
78	367	629.13
78	368	503.1
78	369	832.11
78	370	344.66
78	371	512.41
78	372	151.03
78	373	771.46
78	374	92.15
78	375	579.3
78	376	310.87
78	377	611.17
78	378	483.78
78	379	1249.64
78	380	346.17
78	381	808.52
78	382	737.58
78	383	661.66
78	384	993.8
78	385	734.81
78	386	413.77
78	387	809.39
78	388	562.08
78	389	892.94
78	390	885.5
78	391	966.58
78	392	662.01
78	393	794.37
78	394	396.33
78	395	903.72
78	396	937.01
78	397	897.31
78	398	793.23
78	399	332.04
78	400	929.29
79	1	319.74
79	2	576.03
79	3	838.45
79	4	288.36
79	5	673.57
79	6	630.62
79	7	592.21
79	8	127.86
79	9	329.23
79	10	775.88
79	11	729.02
79	12	597.22
79	13	435.14
79	14	686.31
79	15	441.44
79	16	910.72
79	17	358.59
79	18	318.86
79	19	466.82
79	20	440.89
79	21	452.73
79	22	396.76
79	23	668.5
79	24	491.24
79	25	409.2
79	26	381.12
79	27	564.48
79	28	552.84
79	29	396.95
79	30	472.79
79	31	752.62
79	32	693.67
79	33	446.88
79	34	195.57
79	35	677.31
79	36	728.7
79	37	509.15
79	38	81.77
79	39	285.22
79	40	203.68
79	41	234.22
79	42	487.27
79	43	616.32
79	44	92.54
79	45	213.81
79	46	566.37
79	47	627.98
79	48	650.07
79	49	701.4
79	50	256.56
79	51	147.32
79	52	688.68
79	53	347.53
79	54	361.73
79	55	185.79
79	56	398.59
79	57	493.15
79	58	695.34
79	59	722.77
79	60	621.5
79	61	396.68
79	62	622.39
79	63	577.53
79	64	574.23
79	65	256.56
79	66	387.7
79	67	332.92
79	68	595.78
79	69	523.87
79	70	444.63
79	71	230.38
79	72	655.32
79	73	661.27
79	74	330.38
79	75	479.36
79	76	527.12
79	77	297.25
79	78	573.22
79	80	624.83
79	81	445.44
79	82	460.25
79	83	219.57
79	84	285.11
79	85	298.42
79	86	605.06
79	87	330.05
79	88	178.72
79	89	418.58
79	90	65.26
79	91	167.13
79	92	435.16
79	93	765.78
79	94	415.59
79	95	359.35
79	96	487.63
79	97	269.41
79	98	572.09
79	99	399.49
79	100	691.57
79	101	588.97
79	102	114.52
79	103	508.88
79	104	369.46
79	105	434.19
79	106	492.37
79	107	539.42
79	108	463.97
79	109	217.01
79	110	537.86
79	111	379.74
79	112	282.89
79	113	582.92
79	114	190.39
79	115	343.9
79	116	819.18
79	117	338.84
79	118	505.5
79	119	751.89
79	120	344.76
79	121	47.93
79	122	588.74
79	123	637.02
79	124	658.36
79	125	733.21
79	126	569.14
79	127	220.86
79	128	108.2
79	129	342.59
79	130	549.16
79	131	598.9
79	132	770.84
79	133	181.71
79	134	414.95
79	135	750.54
79	136	661.5
79	137	414.39
79	138	535.09
79	139	557.15
79	140	365.33
79	141	674.23
79	142	614.13
79	143	377.62
79	144	527.35
79	145	74.88
79	146	820.05
79	147	341.15
79	148	570.17
79	149	177.54
79	150	505.86
79	151	608.57
79	152	292.89
79	153	240.65
79	154	699.14
79	155	274.04
79	156	229.61
79	157	449.97
79	158	541.66
79	159	296.94
79	160	574.94
79	161	183.32
79	162	80.2
79	163	444.24
79	164	384.75
79	165	126.78
79	166	410.74
79	167	389.1
79	168	198.32
79	169	251.3
79	170	503.63
79	171	482.68
79	172	433.94
79	173	411.38
79	174	358.84
79	175	93.09
79	176	587.68
79	177	507.32
79	178	185.82
79	179	489.93
79	180	245.28
79	181	64.73
79	182	364.27
79	183	598.47
79	184	714.33
79	185	217.36
79	186	356.11
79	187	348.08
79	188	403.5
79	189	778.41
79	190	320.28
79	191	723.29
79	192	268.63
79	193	190.35
79	194	406.87
79	195	750.4
79	196	536.06
79	197	372.85
79	198	554.82
79	199	305.11
79	200	388.48
79	201	310.2
79	202	261.09
79	203	369.72
79	204	196.67
79	205	325.67
79	206	652.9
79	207	859.68
79	208	545.78
79	209	636.54
79	210	178.83
79	211	274.95
79	212	665.47
79	213	741.66
79	214	235.71
79	215	416.34
79	216	298.9
79	217	364.04
79	218	536.65
79	219	332.12
79	220	481.5
79	221	669.51
79	222	341.65
79	223	595.32
79	224	730.22
79	225	121.53
79	226	617.27
79	227	431.22
79	228	624.06
79	229	87.34
79	230	745.13
79	231	472.54
79	232	81.12
79	233	352.35
79	234	320.04
79	235	409.2
79	236	236.28
79	237	116.46
79	238	158.87
79	239	132.4
79	240	524.45
79	241	429.25
79	242	764.67
79	243	319.23
79	244	177.55
79	245	742.03
79	246	213.85
79	247	351.01
79	248	446.11
79	249	169.47
79	250	571.75
79	251	551.02
79	252	167.08
79	253	634.56
79	254	647.75
79	255	698.17
79	256	219.81
79	257	414.35
79	258	117.88
79	259	100.07
79	260	653.67
79	261	125.53
79	262	697.51
79	263	214.34
79	264	250.01
79	265	612.7
79	266	731.76
79	267	434.94
79	268	377.33
79	269	558.2
79	270	434.52
79	271	699.95
79	272	726.88
79	273	415.67
79	274	444.27
79	275	397.34
79	276	538.18
79	277	582.27
79	278	317.71
79	279	711.07
79	280	656.85
79	281	647.99
79	282	311.36
79	283	618.74
79	284	275.89
79	285	257.36
79	286	172.8
79	287	140.21
79	288	567.22
79	289	372.4
79	290	305.56
79	291	444.79
79	292	655.16
79	293	576.93
79	294	521.11
79	295	269.27
79	296	272.74
79	297	540.81
79	298	476.64
79	299	534.21
79	300	475.64
79	301	430.28
79	302	613.17
79	303	364.72
79	304	322.28
79	305	323.03
79	306	432.76
79	307	529.68
79	308	322.85
79	309	183.57
79	310	387.19
79	311	545.26
79	312	348.9
79	313	51.09
79	314	759.32
79	315	148.11
79	316	532.52
79	317	382.97
79	318	462.48
79	319	153.86
79	320	563.5
79	321	580.86
79	322	628.11
79	323	682.62
79	324	458.29
79	325	607.14
79	326	485.38
79	327	570.28
79	328	391.2
79	329	624.39
79	330	746.43
79	331	394.57
79	332	770.21
79	333	395.43
79	334	380.0
79	335	144.71
79	336	316.65
79	337	583.29
79	338	215.89
79	339	446.93
79	340	282.88
79	341	551.59
79	342	729.5
79	343	221.87
79	344	551.44
79	345	641.36
79	346	789.34
79	347	181.75
79	348	335.9
79	349	47.36
79	350	584.4
79	351	638.0
79	352	240.05
79	353	719.92
79	354	501.34
79	355	440.37
79	356	371.86
79	357	296.12
79	358	402.91
79	359	269.46
79	360	506.13
79	361	863.73
79	362	664.45
79	363	701.34
79	364	444.94
79	365	290.62
79	366	247.39
79	367	396.88
79	368	428.43
79	369	380.43
79	370	413.66
79	371	359.5
79	372	626.86
79	373	814.6
79	374	659.69
79	375	40.51
79	376	607.14
79	377	629.43
79	378	550.08
79	379	790.08
79	380	249.99
79	381	302.73
79	382	658.96
79	383	97.4
79	384	467.91
79	385	537.75
79	386	405.37
79	387	748.71
79	388	647.45
79	389	360.79
79	390	790.8
79	391	483.15
79	392	186.87
79	393	837.22
79	394	269.62
79	395	333.34
79	396	588.78
79	397	525.17
79	398	335.85
79	399	255.88
79	400	356.65
80	1	384.14
80	2	197.18
80	3	227.66
80	4	391.4
80	5	58.75
80	6	707.51
80	7	566.94
80	8	618.8
80	9	406.48
80	10	171.88
80	11	302.47
80	12	343.14
80	13	719.24
80	14	73.79
80	15	543.03
80	16	286.55
80	17	693.17
80	18	752.18
80	19	743.54
80	20	188.81
80	21	552.9
80	22	242.84
80	23	435.76
80	24	783.24
80	25	1023.5
80	26	605.45
80	27	333.21
80	28	158.95
80	29	1016.66
80	30	517.85
80	31	191.13
80	32	371.72
80	33	457.9
80	34	531.15
80	35	551.37
80	36	664.25
80	37	201.13
80	38	551.57
80	39	516.95
80	40	445.14
80	41	844.43
80	42	649.96
80	43	342.97
80	44	583.78
80	45	474.99
80	46	558.45
80	47	533.21
80	48	494.0
80	49	770.75
80	50	732.43
80	51	691.34
80	52	81.93
80	53	972.15
80	54	841.34
80	55	483.25
80	56	373.95
80	57	131.71
80	58	771.99
80	59	392.34
80	60	275.06
80	61	510.94
80	62	334.09
80	63	281.5
80	64	599.8
80	65	879.36
80	66	242.52
80	67	695.97
80	68	480.11
80	69	523.69
80	70	601.66
80	71	838.42
80	72	625.35
80	73	91.43
80	74	607.93
80	75	241.54
80	76	493.88
80	77	785.09
80	78	645.89
80	79	624.83
80	81	579.69
80	82	205.24
80	83	716.44
80	84	907.59
80	85	916.81
80	86	549.37
80	87	888.54
80	88	744.66
80	89	798.52
80	90	636.43
80	91	645.83
80	92	270.15
80	93	151.82
80	94	557.29
80	95	983.51
80	96	151.47
80	97	564.53
80	98	787.68
80	99	297.0
80	100	285.92
80	101	430.41
80	102	720.43
80	103	137.4
80	104	311.61
80	105	410.68
80	106	160.14
80	107	621.93
80	108	192.77
80	109	437.26
80	110	289.09
80	111	280.22
80	112	366.1
80	113	374.53
80	114	814.23
80	115	478.73
80	116	260.98
80	117	641.73
80	118	582.14
80	119	706.82
80	120	562.34
80	121	591.44
80	122	184.65
80	123	531.7
80	124	482.59
80	125	152.91
80	126	354.25
80	127	813.03
80	128	577.15
80	129	576.99
80	130	358.88
80	131	394.44
80	132	282.62
80	133	444.94
80	134	664.24
80	135	130.42
80	136	784.29
80	137	432.93
80	138	542.68
80	139	186.49
80	140	662.13
80	141	55.17
80	142	369.07
80	143	341.86
80	144	595.56
80	145	622.99
80	146	209.19
